,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
171,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
172,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
173,Middle-Aged, Private,">375,000 and <=750,000", Bachelors,12-16, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
174,Middle-Aged, State-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
175,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-spouse-absent, Sales, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
176,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Craft-repair, Own-child, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
177,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Never-married, Handlers-cleaners, Not-in-family, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
178,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
179,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
180,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, >50K
181,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
182,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Never-married, Craft-repair, Not-in-family, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
183,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, Mexico, >50K
184,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
185,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
186,Middle-Aged, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Divorced, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
187,Middle-Aged,,"<=375,000", Bachelors,12-16, Divorced,, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
188,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
189,Old, State-gov,"<=375,000", Doctorate,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, >50K
190,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Machine-op-inspct, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
191,Young, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
192,Middle-Aged, Local-gov,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
193,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
194,Middle-Aged, Federal-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
195,Young, Private,"<=375,000", 5th-6th,0-4, Married-civ-spouse, Transport-moving, Other-relative, White, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
196,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
197,Middle-Aged, Federal-gov,"<=375,000", Masters,12-16, Never-married, Exec-managerial, Not-in-family, White, Female,High Gain,No Loss,40-60hrs, United-States, >50K
198,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
199,Young, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Never-married, Sales, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
200,Old, Private,">375,000 and <=750,000", Masters,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
201,Young,,"<=375,000", HS-grad,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,20-40hrs, Italy, <=50K
202,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
203,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
204,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
205,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
206,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Other-service, Husband, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
207,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
208,Old, Self-emp-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Wife, White, Female,High Gain,No Loss,20-40hrs, United-States, >50K
209,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
210,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
211,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
212,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
213,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
214,Middle-Aged, Self-emp-inc,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
215,Middle-Aged, Private,">375,000 and <=750,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, Black, Male,No Gain,No Loss,40-60hrs, United-States, >50K
216,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
217,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, Poland, <=50K
218,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
219,Young, Private,"<=375,000", 10th,4-8, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
220,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
221,Old,,"<=375,000", 1st-4th,0-4, Divorced,, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
222,Old, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Not-in-family, Black, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
223,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
224,Middle-Aged, Local-gov,"<=375,000", Preschool,0-4, Never-married, Machine-op-inspct, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
225,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
226,Old,,"<=375,000", 10th,4-8, Divorced,, Not-in-family, Amer-Indian-Eskimo, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
227,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, <=50K
228,Old, Private,"<=375,000", Assoc-voc,8-12, Widowed, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, Columbia, <=50K
229,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
230,Middle-Aged, Private,">375,000 and <=750,000", 11th,4-8, Separated, Transport-moving, Not-in-family, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
231,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Sales, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
232,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
233,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Other-relative, Other, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
234,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
235,Old, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
236,Middle-Aged, State-gov,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
237,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, Iran, >50K
238,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, >50K
239,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Transport-moving, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
240,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
241,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Wife, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
242,Young, State-gov,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
243,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
244,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
245,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs,, <=50K
246,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
247,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
248,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
249,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs,, <=50K
250,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
251,Middle-Aged, Private,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Adm-clerical, Wife, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
252,Old, Local-gov,"<=375,000", 10th,4-8, Widowed, Other-service, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
253,Young, Local-gov,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
254,Old, Private,"<=375,000", Some-college,8-12, Never-married, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
255,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Cambodia, >50K
256,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
257,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
258,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Widowed, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
259,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
260,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
261,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
262,Young, Private,"<=375,000", 11th,4-8, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
263,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
264,Old, Private,">375,000 and <=750,000", 11th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
265,Middle-Aged, Self-emp-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,60-80hrs, Thailand, >50K
266,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,20-40hrs, Canada, <=50K
267,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
268,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
269,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
270,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
271,Young, Private,"<=375,000", 9th,4-8, Never-married, Other-service, Own-child, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
272,Middle-Aged, Self-emp-not-inc,"<=375,000", Masters,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,Medium Gain,No Loss,80-100, United-States, <=50K
273,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Never-married, Prof-specialty, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
274,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Prof-specialty, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
275,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
276,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
277,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
278,Young, Private,"<=375,000", Some-college,8-12, Never-married, Tech-support, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
279,Young, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Medium Gain,No Loss,40-60hrs, United-States, >50K
280,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, Germany, <=50K
281,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
282,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Sales, Unmarried, Black, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
283,Old, Private,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
284,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Handlers-cleaners, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
285,Old, Federal-gov,">375,000 and <=750,000", Masters,12-16, Married-civ-spouse, Sales, Husband, White, Male,High Gain,No Loss,20-40hrs, United-States, >50K
286,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
287,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Other-service, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
288,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
289,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Ecuador, <=50K
290,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
291,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
